alert_id,clinic_id,alert_type,reference_id,severity,trigger_metric,triggered_date,is_resolved
AL0261,CL0045,Outbreak_Warning,DIS005,Critical,Geospatial cluster detected: 36 cases within 5km radius,2025-03-06,False
AL0262,CL0006,Outbreak_Warning,DIS007,Medium,Geospatial cluster detected: 27 cases within 5km radius,2025-02-12,True
AL0263,CL0003,Outbreak_Warning,DIS047,Medium,Geospatial cluster detected: 37 cases within 5km radius,2022-07-02,True
AL0264,CL0016,Disease_Spike,DIS020,Critical,Cases increased 201% in 24 hours,2021-06-24,True
AL0265,CL0013,Low_Stock,DRG048,Medium,Current stock 10 < Buffer 66,2025-01-13,True
AL0266,CL0022,Disease_Spike,DIS029,Critical,Cases increased 263% in 24 hours,2024-02-14,True
AL0267,CL0029,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 21 cases within 5km radius,2023-02-25,True
AL0268,CL0035,Low_Stock,DRG065,Medium,Current stock 41 < Buffer 77,2023-01-05,True
AL0269,CL0044,Disease_Spike,DIS004,Critical,Cases increased 243% in 72 hours,2021-08-17,True
AL0270,CL0021,Disease_Spike,DIS041,High,Cases increased 487% in 72 hours,2024-06-16,True
AL0271,CL0015,Outbreak_Warning,DIS028,High,Geospatial cluster detected: 19 cases within 5km radius,2023-12-04,True
AL0272,CL0049,Disease_Spike,DIS002,Critical,Cases increased 161% in 24 hours,2023-07-24,False
AL0273,CL0038,Low_Stock,DRG061,Medium,Current stock 49 < Buffer 93,2021-12-14,True
AL0274,CL0014,Low_Stock,DRG099,High,Current stock 43 < Buffer 84,2025-03-18,True
AL0275,CL0035,Disease_Spike,DIS038,Medium,Cases increased 311% in 24 hours,2024-07-09,True
AL0276,CL0032,Disease_Spike,DIS027,High,Cases increased 271% in 72 hours,2021-06-04,True
AL0277,CL0015,Outbreak_Warning,DIS012,High,Geospatial cluster detected: 23 cases within 5km radius,2023-11-17,True
AL0278,CL0017,Outbreak_Warning,DIS009,Medium,Geospatial cluster detected: 10 cases within 5km radius,2022-07-21,True
AL0279,CL0022,Low_Stock,DRG040,Medium,Current stock 31 < Buffer 60,2024-07-17,True
AL0280,CL0018,Disease_Spike,DIS014,High,Cases increased 483% in 48 hours,2023-02-23,False
AL0281,CL0048,Outbreak_Warning,DIS044,Medium,Geospatial cluster detected: 18 cases within 5km radius,2023-01-02,True
AL0282,CL0020,Outbreak_Warning,DIS006,Critical,Geospatial cluster detected: 14 cases within 5km radius,2022-08-03,True
AL0283,CL0020,Low_Stock,DRG069,Medium,Current stock 22 < Buffer 69,2025-02-18,True
AL0284,CL0046,Outbreak_Warning,DIS010,Critical,Geospatial cluster detected: 44 cases within 5km radius,2023-08-13,True
AL0285,CL0047,Low_Stock,DRG001,High,Current stock 39 < Buffer 104,2022-06-01,True
AL0286,CL0048,Disease_Spike,DIS011,Critical,Cases increased 284% in 24 hours,2021-01-19,True
AL0287,CL0010,Low_Stock,DRG063,High,Current stock 9 < Buffer 143,2024-07-20,True
AL0288,CL0012,Low_Stock,DRG028,High,Current stock 7 < Buffer 89,2022-02-20,True
AL0289,CL0031,Outbreak_Warning,DIS045,Medium,Geospatial cluster detected: 20 cases within 5km radius,2024-06-03,True
AL0290,CL0034,Outbreak_Warning,DIS025,Critical,Geospatial cluster detected: 24 cases within 5km radius,2021-12-14,True
AL0291,CL0038,Low_Stock,DRG080,Critical,Current stock 43 < Buffer 127,2022-07-01,True
AL0292,CL0046,Outbreak_Warning,DIS026,High,Geospatial cluster detected: 23 cases within 5km radius,2025-06-01,True
AL0293,CL0010,Outbreak_Warning,DIS027,Critical,Geospatial cluster detected: 33 cases within 5km radius,2024-01-15,True
AL0294,CL0037,Disease_Spike,DIS032,Medium,Cases increased 287% in 24 hours,2022-07-17,True
AL0295,CL0031,Outbreak_Warning,DIS021,High,Geospatial cluster detected: 17 cases within 5km radius,2022-08-04,True
AL0296,CL0032,Outbreak_Warning,DIS011,High,Geospatial cluster detected: 37 cases within 5km radius,2024-12-14,True
AL0297,CL0035,Outbreak_Warning,DIS045,High,Geospatial cluster detected: 12 cases within 5km radius,2023-12-01,True
AL0298,CL0009,Disease_Spike,DIS016,Medium,Cases increased 429% in 48 hours,2021-08-02,True
AL0299,CL0045,Disease_Spike,DIS013,High,Cases increased 356% in 24 hours,2024-01-02,True
AL0300,CL0046,Outbreak_Warning,DIS004,High,Geospatial cluster detected: 50 cases within 5km radius,2022-02-20,True
AL0301,CL0025,Outbreak_Warning,DIS027,Critical,Geospatial cluster detected: 48 cases within 5km radius,2022-12-17,True
AL0302,CL0034,Disease_Spike,DIS032,Critical,Cases increased 328% in 48 hours,2023-06-26,True
AL0303,CL0030,Disease_Spike,DIS032,High,Cases increased 439% in 48 hours,2025-05-12,True
AL0304,CL0044,Low_Stock,DRG056,Critical,Current stock 38 < Buffer 60,2025-06-05,True
AL0305,CL0036,Disease_Spike,DIS042,Medium,Cases increased 315% in 72 hours,2024-06-21,True
AL0306,CL0036,Disease_Spike,DIS037,Medium,Cases increased 353% in 72 hours,2024-01-01,True
AL0307,CL0005,Disease_Spike,DIS005,High,Cases increased 254% in 24 hours,2021-06-17,True
AL0308,CL0013,Outbreak_Warning,DIS017,Critical,Geospatial cluster detected: 15 cases within 5km radius,2025-01-06,True
AL0309,CL0041,Disease_Spike,DIS024,Critical,Cases increased 371% in 48 hours,2022-08-16,True
AL0310,CL0025,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 38 cases within 5km radius,2021-01-24,True
AL0311,CL0007,Disease_Spike,DIS036,Critical,Cases increased 260% in 24 hours,2023-06-07,True
AL0312,CL0011,Low_Stock,DRG018,High,Current stock 49 < Buffer 86,2024-01-27,False
AL0313,CL0011,Low_Stock,DRG094,Medium,Current stock 5 < Buffer 75,2025-02-08,False
AL0314,CL0009,Low_Stock,DRG071,Critical,Current stock 26 < Buffer 122,2023-08-06,True
AL0315,CL0048,Low_Stock,DRG040,High,Current stock 6 < Buffer 66,2025-02-21,True
AL0316,CL0013,Low_Stock,DRG040,High,Current stock 46 < Buffer 63,2024-02-02,True
AL0317,CL0026,Disease_Spike,DIS011,Medium,Cases increased 296% in 72 hours,2025-04-15,True
AL0318,CL0016,Outbreak_Warning,DIS038,Critical,Geospatial cluster detected: 17 cases within 5km radius,2021-02-18,True
AL0319,CL0011,Outbreak_Warning,DIS021,Medium,Geospatial cluster detected: 43 cases within 5km radius,2025-08-10,True
AL0320,CL0017,Outbreak_Warning,DIS049,Medium,Geospatial cluster detected: 23 cases within 5km radius,2024-07-12,True
AL0321,CL0007,Disease_Spike,DIS049,Critical,Cases increased 392% in 48 hours,2023-11-07,True
AL0322,CL0018,Low_Stock,DRG097,High,Current stock 14 < Buffer 88,2024-07-12,True
AL0323,CL0033,Low_Stock,DRG078,Critical,Current stock 28 < Buffer 147,2022-10-26,True
AL0324,CL0041,Outbreak_Warning,DIS031,High,Geospatial cluster detected: 39 cases within 5km radius,2023-01-07,True
AL0325,CL0044,Disease_Spike,DIS025,Critical,Cases increased 360% in 48 hours,2024-06-14,False
AL0326,CL0022,Outbreak_Warning,DIS006,Critical,Geospatial cluster detected: 31 cases within 5km radius,2024-01-03,True
AL0327,CL0042,Outbreak_Warning,DIS012,Medium,Geospatial cluster detected: 49 cases within 5km radius,2024-07-03,True
AL0328,CL0026,Outbreak_Warning,DIS042,Medium,Geospatial cluster detected: 34 cases within 5km radius,2022-07-07,True
AL0329,CL0034,Low_Stock,DRG079,Critical,Current stock 5 < Buffer 123,2021-06-14,True
AL0330,CL0036,Low_Stock,DRG039,Medium,Current stock 24 < Buffer 105,2025-07-12,True
AL0331,CL0028,Outbreak_Warning,DIS029,Medium,Geospatial cluster detected: 47 cases within 5km radius,2021-06-04,True
AL0332,CL0046,Low_Stock,DRG042,Critical,Current stock 49 < Buffer 126,2021-12-04,True
AL0333,CL0037,Outbreak_Warning,DIS036,Critical,Geospatial cluster detected: 16 cases within 5km radius,2023-01-14,True
AL0334,CL0024,Low_Stock,DRG022,Medium,Current stock 45 < Buffer 111,2022-08-04,True
AL0335,CL0010,Disease_Spike,DIS029,Critical,Cases increased 454% in 24 hours,2022-09-27,False
AL0336,CL0003,Outbreak_Warning,DIS027,Medium,Geospatial cluster detected: 42 cases within 5km radius,2021-09-05,True
AL0337,CL0042,Low_Stock,DRG027,Medium,Current stock 7 < Buffer 112,2022-08-10,True
AL0338,CL0010,Outbreak_Warning,DIS005,Medium,Geospatial cluster detected: 18 cases within 5km radius,2021-05-18,True
AL0339,CL0048,Outbreak_Warning,DIS012,Critical,Geospatial cluster detected: 45 cases within 5km radius,2025-03-03,True
AL0340,CL0015,Outbreak_Warning,DIS033,High,Geospatial cluster detected: 17 cases within 5km radius,2022-11-26,True
AL0341,CL0028,Low_Stock,DRG002,Medium,Current stock 11 < Buffer 82,2024-06-13,True
AL0342,CL0045,Low_Stock,DRG045,Critical,Current stock 37 < Buffer 82,2021-02-18,True
AL0343,CL0041,Outbreak_Warning,DIS018,Medium,Geospatial cluster detected: 33 cases within 5km radius,2025-07-20,True
AL0344,CL0038,Disease_Spike,DIS041,High,Cases increased 187% in 48 hours,2022-04-09,True
AL0345,CL0011,Disease_Spike,DIS041,Critical,Cases increased 298% in 24 hours,2021-07-20,True
AL0346,CL0007,Disease_Spike,DIS036,Medium,Cases increased 401% in 24 hours,2023-06-15,True
AL0347,CL0009,Low_Stock,DRG086,Medium,Current stock 25 < Buffer 67,2024-12-02,True
AL0348,CL0039,Low_Stock,DRG060,Critical,Current stock 37 < Buffer 130,2021-12-23,True
AL0349,CL0041,Low_Stock,DRG091,Critical,Current stock 21 < Buffer 119,2021-01-07,True
AL0350,CL0017,Low_Stock,DRG073,Medium,Current stock 31 < Buffer 75,2021-06-26,True
AL0351,CL0050,Low_Stock,DRG040,High,Current stock 25 < Buffer 109,2024-10-25,True
AL0352,CL0004,Disease_Spike,DIS031,High,Cases increased 367% in 72 hours,2022-02-22,True
AL0353,CL0001,Low_Stock,DRG024,Critical,Current stock 41 < Buffer 118,2024-01-02,False
AL0354,CL0019,Low_Stock,DRG033,Medium,Current stock 38 < Buffer 123,2022-01-05,True
AL0355,CL0043,Low_Stock,DRG060,Medium,Current stock 49 < Buffer 128,2021-06-05,True
AL0356,CL0017,Low_Stock,DRG041,Critical,Current stock 6 < Buffer 146,2025-05-01,True
AL0357,CL0022,Outbreak_Warning,DIS037,Medium,Geospatial cluster detected: 23 cases within 5km radius,2023-06-13,True
AL0358,CL0048,Outbreak_Warning,DIS045,High,Geospatial cluster detected: 26 cases within 5km radius,2025-06-11,True
AL0359,CL0017,Low_Stock,DRG077,Critical,Current stock 23 < Buffer 63,2023-07-03,True
AL0360,CL0025,Outbreak_Warning,DIS038,Medium,Geospatial cluster detected: 43 cases within 5km radius,2021-02-07,True
AL0361,CL0019,Disease_Spike,DIS035,Critical,Cases increased 425% in 72 hours,2021-08-11,True
AL0362,CL0012,Disease_Spike,DIS004,Medium,Cases increased 213% in 24 hours,2025-02-11,True
AL0363,CL0035,Low_Stock,DRG094,High,Current stock 49 < Buffer 105,2021-08-02,True
AL0364,CL0012,Low_Stock,DRG030,High,Current stock 21 < Buffer 150,2023-07-20,True
AL0365,CL0009,Outbreak_Warning,DIS022,Medium,Geospatial cluster detected: 30 cases within 5km radius,2024-03-18,True
AL0366,CL0024,Low_Stock,DRG089,High,Current stock 50 < Buffer 136,2023-07-25,True
AL0367,CL0009,Low_Stock,DRG018,Medium,Current stock 16 < Buffer 144,2021-08-19,True
AL0368,CL0046,Low_Stock,DRG099,High,Current stock 21 < Buffer 129,2022-08-05,True
AL0369,CL0047,Outbreak_Warning,DIS046,Critical,Geospatial cluster detected: 18 cases within 5km radius,2023-12-13,True
AL0370,CL0021,Disease_Spike,DIS012,Critical,Cases increased 387% in 72 hours,2022-08-14,True
AL0371,CL0011,Outbreak_Warning,DIS002,Critical,Geospatial cluster detected: 30 cases within 5km radius,2024-12-11,True
AL0372,CL0041,Disease_Spike,DIS045,Critical,Cases increased 189% in 48 hours,2025-06-11,True
AL0373,CL0036,Low_Stock,DRG037,Medium,Current stock 33 < Buffer 86,2025-06-23,True
AL0374,CL0012,Outbreak_Warning,DIS001,Critical,Geospatial cluster detected: 27 cases within 5km radius,2024-12-06,True
AL0375,CL0035,Disease_Spike,DIS040,Critical,Cases increased 176% in 24 hours,2022-12-02,True
AL0376,CL0034,Disease_Spike,DIS023,High,Cases increased 333% in 48 hours,2023-12-08,True
AL0377,CL0039,Outbreak_Warning,DIS034,Critical,Geospatial cluster detected: 24 cases within 5km radius,2021-12-21,True
AL0378,CL0032,Disease_Spike,DIS041,High,Cases increased 244% in 24 hours,2025-06-12,True
AL0379,CL0020,Outbreak_Warning,DIS004,Critical,Geospatial cluster detected: 21 cases within 5km radius,2021-07-02,True
AL0380,CL0038,Low_Stock,DRG072,Critical,Current stock 11 < Buffer 101,2024-04-01,True
AL0381,CL0023,Disease_Spike,DIS017,High,Cases increased 363% in 72 hours,2025-07-12,True
AL0382,CL0044,Disease_Spike,DIS048,Medium,Cases increased 321% in 48 hours,2024-09-05,True
AL0383,CL0008,Outbreak_Warning,DIS032,Medium,Geospatial cluster detected: 45 cases within 5km radius,2023-06-05,True
AL0384,CL0039,Outbreak_Warning,DIS045,High,Geospatial cluster detected: 19 cases within 5km radius,2023-01-02,True
AL0385,CL0010,Disease_Spike,DIS004,Critical,Cases increased 193% in 24 hours,2022-06-20,True
AL0386,CL0027,Low_Stock,DRG059,High,Current stock 32 < Buffer 124,2021-01-27,True
AL0387,CL0015,Low_Stock,DRG038,Critical,Current stock 36 < Buffer 146,2021-12-19,True
AL0388,CL0043,Low_Stock,DRG073,Critical,Current stock 21 < Buffer 119,2021-12-25,True
AL0389,CL0038,Outbreak_Warning,DIS044,Medium,Geospatial cluster detected: 25 cases within 5km radius,2023-01-19,True
AL0390,CL0034,Outbreak_Warning,DIS006,High,Geospatial cluster detected: 13 cases within 5km radius,2025-08-17,True
AL0391,CL0035,Disease_Spike,DIS041,High,Cases increased 264% in 72 hours,2025-03-02,True
AL0392,CL0012,Disease_Spike,DIS038,High,Cases increased 460% in 24 hours,2023-12-10,True
AL0393,CL0032,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 49 cases within 5km radius,2021-04-10,False
AL0394,CL0009,Outbreak_Warning,DIS005,Medium,Geospatial cluster detected: 34 cases within 5km radius,2021-12-17,False
AL0395,CL0048,Outbreak_Warning,DIS025,Critical,Geospatial cluster detected: 24 cases within 5km radius,2023-06-16,True
AL0396,CL0016,Disease_Spike,DIS033,Critical,Cases increased 481% in 72 hours,2025-12-14,True
AL0397,CL0042,Low_Stock,DRG044,High,Current stock 7 < Buffer 140,2024-02-06,True
AL0398,CL0030,Low_Stock,DRG010,Critical,Current stock 21 < Buffer 90,2024-06-24,True
AL0399,CL0013,Low_Stock,DRG030,Medium,Current stock 9 < Buffer 97,2022-02-08,True
AL0400,CL0021,Outbreak_Warning,DIS022,High,Geospatial cluster detected: 10 cases within 5km radius,2022-06-08,True
AL0401,CL0030,Low_Stock,DRG025,Critical,Current stock 47 < Buffer 91,2024-07-02,True
AL0402,CL0013,Outbreak_Warning,DIS018,Medium,Geospatial cluster detected: 41 cases within 5km radius,2024-07-02,True
AL0403,CL0040,Outbreak_Warning,DIS003,High,Geospatial cluster detected: 31 cases within 5km radius,2024-08-25,False
AL0404,CL0017,Outbreak_Warning,DIS027,High,Geospatial cluster detected: 14 cases within 5km radius,2025-07-14,True
AL0405,CL0011,Disease_Spike,DIS041,Medium,Cases increased 465% in 24 hours,2025-12-25,True
AL0406,CL0039,Outbreak_Warning,DIS002,Medium,Geospatial cluster detected: 48 cases within 5km radius,2024-08-22,True
AL0407,CL0018,Low_Stock,DRG033,High,Current stock 39 < Buffer 114,2022-08-14,True
AL0408,CL0004,Outbreak_Warning,DIS007,High,Geospatial cluster detected: 11 cases within 5km radius,2025-01-27,True
AL0409,CL0014,Disease_Spike,DIS001,Critical,Cases increased 390% in 72 hours,2021-03-11,True
AL0410,CL0035,Low_Stock,DRG090,High,Current stock 18 < Buffer 120,2024-06-25,True
AL0411,CL0023,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 36 cases within 5km radius,2022-07-11,True
AL0412,CL0020,Low_Stock,DRG033,Critical,Current stock 30 < Buffer 145,2023-12-22,False
AL0413,CL0011,Disease_Spike,DIS025,Medium,Cases increased 315% in 48 hours,2023-08-12,True
AL0414,CL0006,Low_Stock,DRG001,High,Current stock 33 < Buffer 98,2024-01-03,True
AL0415,CL0003,Disease_Spike,DIS044,Medium,Cases increased 304% in 48 hours,2022-04-25,True
AL0416,CL0001,Disease_Spike,DIS003,Medium,Cases increased 468% in 48 hours,2022-02-15,True
AL0417,CL0049,Disease_Spike,DIS032,Medium,Cases increased 366% in 48 hours,2022-02-17,True
AL0418,CL0018,Disease_Spike,DIS049,High,Cases increased 424% in 24 hours,2025-11-04,True
AL0419,CL0026,Disease_Spike,DIS023,High,Cases increased 441% in 24 hours,2021-01-05,True
AL0420,CL0044,Low_Stock,DRG027,Medium,Current stock 42 < Buffer 79,2024-12-11,True
AL0421,CL0022,Outbreak_Warning,DIS011,High,Geospatial cluster detected: 34 cases within 5km radius,2023-08-08,True
AL0422,CL0047,Low_Stock,DRG016,Critical,Current stock 46 < Buffer 129,2021-07-05,False
AL0423,CL0036,Outbreak_Warning,DIS031,Medium,Geospatial cluster detected: 20 cases within 5km radius,2025-02-10,False
AL0424,CL0031,Disease_Spike,DIS033,Critical,Cases increased 267% in 48 hours,2025-08-07,True
AL0425,CL0034,Disease_Spike,DIS018,Medium,Cases increased 307% in 48 hours,2024-07-01,False
AL0426,CL0014,Low_Stock,DRG069,High,Current stock 15 < Buffer 95,2024-03-14,True
AL0427,CL0019,Disease_Spike,DIS017,High,Cases increased 471% in 24 hours,2024-06-07,True
AL0428,CL0047,Low_Stock,DRG066,Medium,Current stock 28 < Buffer 65,2024-09-06,False
AL0429,CL0014,Outbreak_Warning,DIS018,Medium,Geospatial cluster detected: 41 cases within 5km radius,2023-08-28,True
AL0430,CL0037,Disease_Spike,DIS048,Critical,Cases increased 457% in 48 hours,2025-06-13,True
AL0431,CL0015,Low_Stock,DRG023,Medium,Current stock 20 < Buffer 61,2024-04-26,True
AL0432,CL0033,Low_Stock,DRG017,High,Current stock 26 < Buffer 96,2021-08-22,True
AL0433,CL0046,Disease_Spike,DIS015,Critical,Cases increased 449% in 72 hours,2021-06-01,True
AL0434,CL0004,Disease_Spike,DIS005,High,Cases increased 323% in 24 hours,2021-12-14,True
AL0435,CL0047,Disease_Spike,DIS017,Critical,Cases increased 266% in 48 hours,2023-08-08,True
AL0436,CL0002,Outbreak_Warning,DIS035,High,Geospatial cluster detected: 29 cases within 5km radius,2021-08-24,True
AL0437,CL0039,Outbreak_Warning,DIS032,Medium,Geospatial cluster detected: 35 cases within 5km radius,2025-08-20,True
AL0438,CL0011,Disease_Spike,DIS030,Critical,Cases increased 451% in 24 hours,2023-06-25,True
AL0439,CL0015,Disease_Spike,DIS028,Medium,Cases increased 277% in 24 hours,2021-02-14,True
AL0440,CL0024,Outbreak_Warning,DIS022,High,Geospatial cluster detected: 28 cases within 5km radius,2023-12-12,True
AL0441,CL0007,Low_Stock,DRG060,Critical,Current stock 23 < Buffer 97,2022-02-24,True
AL0442,CL0005,Disease_Spike,DIS033,Medium,Cases increased 373% in 72 hours,2023-11-21,True
AL0443,CL0034,Low_Stock,DRG002,Critical,Current stock 44 < Buffer 87,2024-02-23,True
AL0444,CL0019,Outbreak_Warning,DIS035,Critical,Geospatial cluster detected: 16 cases within 5km radius,2021-07-26,True
AL0445,CL0034,Disease_Spike,DIS049,Medium,Cases increased 492% in 24 hours,2021-12-06,True
AL0446,CL0006,Disease_Spike,DIS021,High,Cases increased 254% in 72 hours,2024-02-19,True
AL0447,CL0046,Outbreak_Warning,DIS004,Medium,Geospatial cluster detected: 42 cases within 5km radius,2021-07-13,True
AL0448,CL0022,Disease_Spike,DIS047,Medium,Cases increased 291% in 72 hours,2021-07-13,True
AL0449,CL0024,Disease_Spike,DIS035,Medium,Cases increased 422% in 24 hours,2025-01-01,True
AL0450,CL0012,Outbreak_Warning,DIS018,Critical,Geospatial cluster detected: 44 cases within 5km radius,2024-09-18,True
AL0451,CL0029,Disease_Spike,DIS002,Medium,Cases increased 177% in 48 hours,2023-06-27,True
AL0452,CL0043,Low_Stock,DRG001,Critical,Current stock 23 < Buffer 63,2024-07-19,True
AL0453,CL0039,Disease_Spike,DIS033,Medium,Cases increased 433% in 48 hours,2024-12-10,True
AL0454,CL0003,Disease_Spike,DIS044,Medium,Cases increased 468% in 72 hours,2022-07-01,True
AL0455,CL0009,Disease_Spike,DIS006,Medium,Cases increased 402% in 48 hours,2022-02-11,True
AL0456,CL0038,Outbreak_Warning,DIS034,High,Geospatial cluster detected: 35 cases within 5km radius,2022-07-05,True
AL0457,CL0029,Low_Stock,DRG074,Critical,Current stock 23 < Buffer 90,2024-07-11,True
AL0458,CL0030,Outbreak_Warning,DIS032,Critical,Geospatial cluster detected: 20 cases within 5km radius,2021-05-18,True
AL0459,CL0050,Outbreak_Warning,DIS015,Critical,Geospatial cluster detected: 40 cases within 5km radius,2022-06-02,True
AL0460,CL0037,Outbreak_Warning,DIS015,Medium,Geospatial cluster detected: 41 cases within 5km radius,2021-09-15,True
AL0461,CL0025,Low_Stock,DRG081,Medium,Current stock 37 < Buffer 97,2024-01-19,True
